user_id,activity_date,signup_date,country,acquisition_channel
543,2024-04-09,2024-02-25,Chile,Email
543,2024-03-31,2024-02-25,Chile,Email
543,2024-04-05,2024-02-25,Chile,Email
543,2024-05-28,2024-02-25,Chile,Email
544,2024-06-19,2024-04-26,Chile,Email
545,2024-06-25,2024-05-13,Brasil,Pago
545,2024-05-18,2024-05-13,Brasil,Pago
546,2024-05-04,2024-02-27,Chile,Orgánico
546,2024-05-09,2024-02-27,Chile,Orgánico
548,2024-04-10,2024-03-01,México,Email
549,2024-06-06,2024-02-16,Argentina,Pago
549,2024-04-07,2024-02-16,Argentina,Pago
549,2024-03-08,2024-02-16,Argentina,Pago
551,2024-06-26,2024-03-20,México,Email
551,2024-04-19,2024-03-20,México,Email
552,2024-05-23,2024-04-27,Chile,Pago
552,2024-05-31,2024-04-27,Chile,Pago
553,2024-06-29,2024-05-26,Colombia,Orgánico
554,2024-04-21,2024-01-20,México,Orgánico
554,2024-04-16,2024-01-20,México,Orgánico
554,2024-04-08,2024-01-20,México,Orgánico
555,2024-05-25,2024-05-25,Chile,Email
555,2024-05-31,2024-05-25,Chile,Email
555,2024-05-25,2024-05-25,Chile,Email
556,2024-04-26,2024-02-16,Argentina,Email
556,2024-02-27,2024-02-16,Argentina,Email
556,2024-05-20,2024-02-16,Argentina,Email
556,2024-03-18,2024-02-16,Argentina,Email
558,2024-05-09,2024-01-14,Chile,Pago
558,2024-05-03,2024-01-14,Chile,Pago
558,2024-02-22,2024-01-14,Chile,Pago
559,2024-05-27,2024-05-22,Argentina,Email
559,2024-06-23,2024-05-22,Argentina,Email
559,2024-06-09,2024-05-22,Argentina,Email
560,2024-01-10,2024-01-01,Colombia,Redes
560,2024-02-23,2024-01-01,Colombia,Redes
560,2024-04-14,2024-01-01,Colombia,Redes
560,2024-02-10,2024-01-01,Colombia,Redes
561,2024-05-25,2024-04-26,Colombia,Redes
561,2024-06-08,2024-04-26,Colombia,Redes
562,2024-05-11,2024-02-23,Colombia,Email
562,2024-06-12,2024-02-23,Colombia,Email
562,2024-06-21,2024-02-23,Colombia,Email
562,2024-03-31,2024-02-23,Colombia,Email
563,2024-06-27,2024-04-27,Colombia,Orgánico
564,2024-02-26,2024-01-03,Brasil,Pago
564,2024-04-04,2024-01-03,Brasil,Pago
564,2024-02-01,2024-01-03,Brasil,Pago
565,2024-06-21,2024-05-23,México,Pago
565,2024-05-25,2024-05-23,México,Pago
566,2024-03-30,2024-01-12,México,Orgánico
566,2024-03-05,2024-01-12,México,Orgánico
566,2024-03-20,2024-01-12,México,Orgánico
566,2024-04-13,2024-01-12,México,Orgánico
566,2024-04-19,2024-01-12,México,Orgánico
567,2024-04-17,2024-03-14,Brasil,Email
567,2024-05-13,2024-03-14,Brasil,Email
567,2024-05-06,2024-03-14,Brasil,Email
567,2024-03-21,2024-03-14,Brasil,Email
568,2024-01-17,2024-01-16,Chile,Pago
568,2024-03-05,2024-01-16,Chile,Pago
568,2024-02-25,2024-01-16,Chile,Pago
569,2024-05-05,2024-04-11,Chile,Email
570,2024-06-25,2024-05-31,Colombia,Email
571,2024-05-26,2024-04-26,Argentina,Redes
571,2024-05-22,2024-04-26,Argentina,Redes
572,2024-04-29,2024-01-08,Chile,Orgánico
573,2024-05-31,2024-05-01,Argentina,Email
573,2024-05-10,2024-05-01,Argentina,Email
574,2024-05-16,2024-04-01,México,Referido
574,2024-05-04,2024-04-01,México,Referido
574,2024-06-23,2024-04-01,México,Referido
574,2024-05-31,2024-04-01,México,Referido
575,2024-06-19,2024-03-30,Argentina,Orgánico
576,2024-05-24,2024-05-15,México,Pago
576,2024-06-10,2024-05-15,México,Pago
576,2024-05-26,2024-05-15,México,Pago
576,2024-05-21,2024-05-15,México,Pago
577,2024-03-14,2024-02-29,Brasil,Redes
577,2024-06-22,2024-02-29,Brasil,Redes
578,2024-03-14,2024-01-28,Brasil,Pago
579,2024-05-04,2024-04-10,Colombia,Pago
579,2024-06-05,2024-04-10,Colombia,Pago
580,2024-05-08,2024-02-10,Chile,Orgánico
580,2024-05-05,2024-02-10,Chile,Orgánico
580,2024-05-11,2024-02-10,Chile,Orgánico
580,2024-03-19,2024-02-10,Chile,Orgánico
580,2024-03-03,2024-02-10,Chile,Orgánico
581,2024-06-13,2024-05-24,Colombia,Pago
582,2024-05-26,2024-05-20,México,Email
583,2024-03-19,2024-02-15,Colombia,Pago
583,2024-03-18,2024-02-15,Colombia,Pago
583,2024-03-11,2024-02-15,Colombia,Pago
584,2024-03-15,2024-02-04,Argentina,Redes
586,2024-06-24,2024-03-22,Brasil,Referido
586,2024-05-30,2024-03-22,Brasil,Referido
586,2024-06-03,2024-03-22,Brasil,Referido
586,2024-06-09,2024-03-22,Brasil,Referido
587,2024-06-22,2024-04-24,Chile,Redes
587,2024-06-25,2024-04-24,Chile,Redes
587,2024-06-27,2024-04-24,Chile,Redes
587,2024-06-14,2024-04-24,Chile,Redes
588,2024-04-23,2024-02-16,México,Pago
589,2024-02-28,2024-01-10,México,Redes
589,2024-01-23,2024-01-10,México,Redes
589,2024-01-25,2024-01-10,México,Redes
589,2024-03-03,2024-01-10,México,Redes
590,2024-03-11,2024-02-25,Argentina,Orgánico
590,2024-04-18,2024-02-25,Argentina,Orgánico
590,2024-03-20,2024-02-25,Argentina,Orgánico
590,2024-06-15,2024-02-25,Argentina,Orgánico
590,2024-03-13,2024-02-25,Argentina,Orgánico
591,2024-04-01,2024-01-30,Chile,Redes
591,2024-05-04,2024-01-30,Chile,Redes
591,2024-02-28,2024-01-30,Chile,Redes
592,2024-04-26,2024-04-18,Brasil,Email
592,2024-04-19,2024-04-18,Brasil,Email
593,2024-03-03,2024-01-05,México,Orgánico
593,2024-03-12,2024-01-05,México,Orgánico
593,2024-01-13,2024-01-05,México,Orgánico
594,2024-05-07,2024-04-28,México,Referido
594,2024-05-03,2024-04-28,México,Referido
594,2024-06-28,2024-04-28,México,Referido
595,2024-03-31,2024-02-02,Argentina,Email
595,2024-04-04,2024-02-02,Argentina,Email
596,2024-06-13,2024-04-27,Colombia,Pago
596,2024-05-28,2024-04-27,Colombia,Pago
597,2024-06-22,2024-03-05,Brasil,Pago
597,2024-03-20,2024-03-05,Brasil,Pago
597,2024-05-02,2024-03-05,Brasil,Pago
600,2024-04-19,2024-03-25,México,Email
600,2024-04-12,2024-03-25,México,Email
600,2024-05-18,2024-03-25,México,Email
601,2024-04-22,2024-01-26,Brasil,Email
601,2024-02-19,2024-01-26,Brasil,Email
601,2024-03-12,2024-01-26,Brasil,Email
601,2024-03-20,2024-01-26,Brasil,Email
602,2024-06-03,2024-03-03,Colombia,Orgánico
603,2024-06-04,2024-03-26,México,Orgánico
603,2024-04-11,2024-03-26,México,Orgánico
604,2024-04-29,2024-02-28,Brasil,Pago
604,2024-05-27,2024-02-28,Brasil,Pago
604,2024-06-19,2024-02-28,Brasil,Pago
604,2024-06-24,2024-02-28,Brasil,Pago
604,2024-05-17,2024-02-28,Brasil,Pago
605,2024-02-28,2024-01-27,Argentina,Redes
605,2024-02-13,2024-01-27,Argentina,Redes
605,2024-03-03,2024-01-27,Argentina,Redes
605,2024-02-08,2024-01-27,Argentina,Redes
605,2024-04-09,2024-01-27,Argentina,Redes
606,2024-06-08,2024-04-07,Colombia,Pago
608,2024-06-29,2024-04-08,México,Orgánico
608,2024-04-19,2024-04-08,México,Orgánico
608,2024-04-28,2024-04-08,México,Orgánico
608,2024-05-19,2024-04-08,México,Orgánico
609,2024-05-22,2024-05-08,Brasil,Email
610,2024-06-02,2024-05-28,Argentina,Orgánico
612,2024-04-10,2024-01-06,Brasil,Referido
612,2024-02-06,2024-01-06,Brasil,Referido
612,2024-02-27,2024-01-06,Brasil,Referido
613,2024-05-29,2024-04-04,Brasil,Referido
613,2024-04-27,2024-04-04,Brasil,Referido
613,2024-06-08,2024-04-04,Brasil,Referido
614,2024-05-14,2024-05-12,Chile,Orgánico
615,2024-05-16,2024-04-11,Argentina,Email
615,2024-05-13,2024-04-11,Argentina,Email
615,2024-06-13,2024-04-11,Argentina,Email
615,2024-05-06,2024-04-11,Argentina,Email
616,2024-01-09,2024-01-03,Argentina,Referido
617,2024-02-22,2024-01-23,Colombia,Pago
617,2024-03-21,2024-01-23,Colombia,Pago
618,2024-06-08,2024-02-22,México,Pago
619,2024-05-15,2024-03-23,Chile,Email
619,2024-06-08,2024-03-23,Chile,Email
619,2024-06-05,2024-03-23,Chile,Email
621,2024-04-10,2024-03-25,Chile,Referido
621,2024-04-02,2024-03-25,Chile,Referido
622,2024-03-24,2024-03-18,Argentina,Orgánico
622,2024-04-02,2024-03-18,Argentina,Orgánico
623,2024-04-30,2024-04-19,México,Pago
623,2024-05-08,2024-04-19,México,Pago
623,2024-06-07,2024-04-19,México,Pago
624,2024-01-12,2024-01-01,Colombia,Referido
624,2024-04-08,2024-01-01,Colombia,Referido
625,2024-06-04,2024-02-20,Brasil,Orgánico
625,2024-02-28,2024-02-20,Brasil,Orgánico
625,2024-04-21,2024-02-20,Brasil,Orgánico
626,2024-02-16,2024-01-04,Brasil,Redes
626,2024-01-25,2024-01-04,Brasil,Redes
627,2024-06-27,2024-04-22,Chile,Email
628,2024-02-18,2024-02-01,México,Email
628,2024-04-07,2024-02-01,México,Email
629,2024-05-15,2024-02-03,Argentina,Redes
629,2024-05-01,2024-02-03,Argentina,Redes
629,2024-02-26,2024-02-03,Argentina,Redes
629,2024-04-14,2024-02-03,Argentina,Redes
629,2024-02-11,2024-02-03,Argentina,Redes
630,2024-06-22,2024-04-01,México,Pago
631,2024-06-12,2024-04-04,México,Referido
631,2024-06-11,2024-04-04,México,Referido
631,2024-04-17,2024-04-04,México,Referido
632,2024-05-07,2024-03-12,Argentina,Email
632,2024-06-09,2024-03-12,Argentina,Email
632,2024-06-26,2024-03-12,Argentina,Email
632,2024-04-28,2024-03-12,Argentina,Email
632,2024-04-24,2024-03-12,Argentina,Email
633,2024-05-07,2024-02-08,Chile,Redes
634,2024-05-30,2024-04-27,México,Redes
635,2024-02-12,2024-01-03,Brasil,Pago
635,2024-02-24,2024-01-03,Brasil,Pago
635,2024-01-31,2024-01-03,Brasil,Pago
635,2024-03-12,2024-01-03,Brasil,Pago
635,2024-03-01,2024-01-03,Brasil,Pago
635,2024-03-31,2024-01-03,Brasil,Pago
636,2024-06-07,2024-05-02,Argentina,Pago
636,2024-05-05,2024-05-02,Argentina,Pago
637,2024-04-23,2024-02-19,Colombia,Orgánico
637,2024-05-21,2024-02-19,Colombia,Orgánico
637,2024-04-10,2024-02-19,Colombia,Orgánico
637,2024-05-23,2024-02-19,Colombia,Orgánico
638,2024-02-07,2024-01-12,Chile,Email
638,2024-02-04,2024-01-12,Chile,Email
638,2024-04-19,2024-01-12,Chile,Email
638,2024-02-19,2024-01-12,Chile,Email
639,2024-06-16,2024-02-23,Argentina,Orgánico
639,2024-05-19,2024-02-23,Argentina,Orgánico
640,2024-06-05,2024-05-12,Colombia,Redes
641,2024-03-05,2024-02-26,Colombia,Referido
641,2024-06-16,2024-02-26,Colombia,Referido
641,2024-04-01,2024-02-26,Colombia,Referido
642,2024-06-21,2024-05-24,México,Referido
642,2024-05-29,2024-05-24,México,Referido
642,2024-05-30,2024-05-24,México,Referido
642,2024-06-29,2024-05-24,México,Referido
643,2024-06-18,2024-04-21,México,Pago
644,2024-04-07,2024-02-16,México,Referido
644,2024-02-23,2024-02-16,México,Referido
644,2024-06-01,2024-02-16,México,Referido
644,2024-05-05,2024-02-16,México,Referido
645,2024-06-03,2024-05-30,Argentina,Referido
648,2024-04-14,2024-03-06,México,Referido
649,2024-06-22,2024-03-15,Colombia,Referido
649,2024-06-13,2024-03-15,Colombia,Referido
650,2024-05-08,2024-04-12,Brasil,Referido
651,2024-05-26,2024-02-07,Chile,Orgánico
651,2024-05-13,2024-02-07,Chile,Orgánico
651,2024-03-23,2024-02-07,Chile,Orgánico
652,2024-05-07,2024-02-19,Argentina,Redes
652,2024-05-16,2024-02-19,Argentina,Redes
652,2024-04-07,2024-02-19,Argentina,Redes
653,2024-06-02,2024-04-07,Chile,Pago
653,2024-06-03,2024-04-07,Chile,Pago
653,2024-05-11,2024-04-07,Chile,Pago
654,2024-04-04,2024-03-22,Chile,Orgánico
654,2024-05-19,2024-03-22,Chile,Orgánico
654,2024-06-23,2024-03-22,Chile,Orgánico
654,2024-05-13,2024-03-22,Chile,Orgánico
655,2024-05-05,2024-01-30,Chile,Email
655,2024-03-13,2024-01-30,Chile,Email
655,2024-02-16,2024-01-30,Chile,Email
656,2024-05-21,2024-03-19,Chile,Redes
657,2024-05-16,2024-03-31,Brasil,Redes
658,2024-03-15,2024-02-21,México,Email
658,2024-03-06,2024-02-21,México,Email
659,2024-06-27,2024-03-19,Colombia,Email
660,2024-04-16,2024-01-30,Chile,Email
661,2024-04-15,2024-04-15,Chile,Pago
661,2024-05-18,2024-04-15,Chile,Pago
661,2024-06-21,2024-04-15,Chile,Pago
662,2024-06-06,2024-02-20,Chile,Referido
662,2024-04-10,2024-02-20,Chile,Referido
663,2024-05-18,2024-03-21,México,Redes
663,2024-03-26,2024-03-21,México,Redes
663,2024-04-18,2024-03-21,México,Redes
664,2024-06-04,2024-05-12,Argentina,Referido
665,2024-03-24,2024-01-29,Argentina,Referido
665,2024-04-08,2024-01-29,Argentina,Referido
666,2024-05-30,2024-05-11,Brasil,Email
666,2024-05-25,2024-05-11,Brasil,Email
667,2024-05-22,2024-05-17,Argentina,Pago
669,2024-04-17,2024-03-14,Chile,Pago
669,2024-05-01,2024-03-14,Chile,Pago
669,2024-04-25,2024-03-14,Chile,Pago
669,2024-04-23,2024-03-14,Chile,Pago
670,2024-01-30,2024-01-17,Chile,Referido
670,2024-03-24,2024-01-17,Chile,Referido
671,2024-06-19,2024-03-24,Brasil,Pago
671,2024-03-30,2024-03-24,Brasil,Pago
672,2024-06-28,2024-03-09,Chile,Email
672,2024-03-23,2024-03-09,Chile,Email
672,2024-06-09,2024-03-09,Chile,Email
672,2024-06-25,2024-03-09,Chile,Email
673,2024-02-17,2024-02-03,Argentina,Orgánico
674,2024-03-08,2024-01-06,México,Email
674,2024-03-13,2024-01-06,México,Email
675,2024-02-28,2024-02-22,México,Orgánico
675,2024-06-17,2024-02-22,México,Orgánico
675,2024-04-03,2024-02-22,México,Orgánico
675,2024-02-25,2024-02-22,México,Orgánico
675,2024-04-30,2024-02-22,México,Orgánico
675,2024-02-26,2024-02-22,México,Orgánico
677,2024-03-25,2024-02-12,Argentina,Orgánico
677,2024-06-07,2024-02-12,Argentina,Orgánico
677,2024-05-03,2024-02-12,Argentina,Orgánico
680,2024-06-01,2024-05-30,Argentina,Pago
680,2024-06-02,2024-05-30,Argentina,Pago
680,2024-06-29,2024-05-30,Argentina,Pago
681,2024-03-22,2024-03-20,México,Pago
681,2024-04-14,2024-03-20,México,Pago
681,2024-05-11,2024-03-20,México,Pago
682,2024-06-06,2024-04-04,Chile,Referido
682,2024-04-25,2024-04-04,Chile,Referido
682,2024-04-18,2024-04-04,Chile,Referido
685,2024-05-03,2024-01-08,Colombia,Referido
685,2024-01-08,2024-01-08,Colombia,Referido
686,2024-05-29,2024-05-11,México,Orgánico
686,2024-06-01,2024-05-11,México,Orgánico
688,2024-05-25,2024-05-11,Argentina,Pago
688,2024-05-21,2024-05-11,Argentina,Pago
689,2024-03-21,2024-01-25,Argentina,Referido
689,2024-05-16,2024-01-25,Argentina,Referido
689,2024-05-01,2024-01-25,Argentina,Referido
690,2024-05-18,2024-04-05,México,Orgánico
690,2024-06-01,2024-04-05,México,Orgánico
691,2024-04-05,2024-04-02,Argentina,Orgánico
691,2024-06-04,2024-04-02,Argentina,Orgánico
692,2024-04-22,2024-03-01,Chile,Referido
692,2024-06-24,2024-03-01,Chile,Referido
692,2024-06-23,2024-03-01,Chile,Referido
692,2024-03-08,2024-03-01,Chile,Referido
692,2024-05-17,2024-03-01,Chile,Referido
693,2024-06-15,2024-05-01,Colombia,Redes
693,2024-05-28,2024-05-01,Colombia,Redes
694,2024-04-14,2024-02-20,Chile,Referido
694,2024-05-09,2024-02-20,Chile,Referido
694,2024-03-21,2024-02-20,Chile,Referido
695,2024-06-14,2024-05-26,Argentina,Referido
695,2024-06-07,2024-05-26,Argentina,Referido
696,2024-02-28,2024-01-21,Chile,Redes
696,2024-02-23,2024-01-21,Chile,Redes
696,2024-04-26,2024-01-21,Chile,Redes
696,2024-03-04,2024-01-21,Chile,Redes
696,2024-03-02,2024-01-21,Chile,Redes
696,2024-02-29,2024-01-21,Chile,Redes
697,2024-02-01,2024-01-05,Argentina,Referido
698,2024-04-10,2024-04-01,México,Orgánico
698,2024-06-25,2024-04-01,México,Orgánico
699,2024-05-30,2024-03-01,Chile,Referido
699,2024-05-03,2024-03-01,Chile,Referido
700,2024-03-01,2024-01-22,México,Redes
702,2024-05-24,2024-03-10,Brasil,Referido
702,2024-04-22,2024-03-10,Brasil,Referido
702,2024-03-21,2024-03-10,Brasil,Referido
703,2024-03-31,2024-01-01,Argentina,Pago
703,2024-03-12,2024-01-01,Argentina,Pago
703,2024-03-14,2024-01-01,Argentina,Pago
703,2024-03-12,2024-01-01,Argentina,Pago
704,2024-05-19,2024-05-12,Colombia,Orgánico
704,2024-05-24,2024-05-12,Colombia,Orgánico
705,2024-05-05,2024-01-12,Argentina,Orgánico
705,2024-03-27,2024-01-12,Argentina,Orgánico
705,2024-03-15,2024-01-12,Argentina,Orgánico
706,2024-06-18,2024-03-30,Colombia,Pago
706,2024-06-15,2024-03-30,Colombia,Pago
706,2024-04-26,2024-03-30,Colombia,Pago
706,2024-06-28,2024-03-30,Colombia,Pago
706,2024-05-22,2024-03-30,Colombia,Pago
706,2024-06-11,2024-03-30,Colombia,Pago
707,2024-03-24,2024-02-15,Argentina,Pago
707,2024-04-01,2024-02-15,Argentina,Pago
707,2024-05-18,2024-02-15,Argentina,Pago
708,2024-02-03,2024-02-03,México,Referido
708,2024-03-10,2024-02-03,México,Referido
708,2024-04-19,2024-02-03,México,Referido
708,2024-04-27,2024-02-03,México,Referido
709,2024-06-28,2024-03-18,Chile,Pago
709,2024-05-15,2024-03-18,Chile,Pago
710,2024-05-13,2024-02-14,Chile,Email
710,2024-02-18,2024-02-14,Chile,Email
710,2024-04-26,2024-02-14,Chile,Email
711,2024-05-04,2024-03-13,Brasil,Redes
711,2024-06-29,2024-03-13,Brasil,Redes
711,2024-04-10,2024-03-13,Brasil,Redes
711,2024-03-31,2024-03-13,Brasil,Redes
712,2024-05-10,2024-01-26,Colombia,Pago
713,2024-02-20,2024-02-16,Colombia,Pago
713,2024-03-02,2024-02-16,Colombia,Pago
715,2024-05-18,2024-02-25,México,Orgánico
715,2024-06-14,2024-02-25,México,Orgánico
716,2024-04-08,2024-04-03,Colombia,Orgánico
717,2024-05-30,2024-04-16,Chile,Referido
717,2024-06-25,2024-04-16,Chile,Referido
717,2024-06-25,2024-04-16,Chile,Referido
718,2024-04-03,2024-03-03,México,Email
718,2024-06-22,2024-03-03,México,Email
718,2024-05-08,2024-03-03,México,Email
718,2024-04-10,2024-03-03,México,Email
718,2024-06-03,2024-03-03,México,Email
719,2024-05-06,2024-02-17,Argentina,Redes
719,2024-05-01,2024-02-17,Argentina,Redes
719,2024-03-19,2024-02-17,Argentina,Redes
719,2024-04-01,2024-02-17,Argentina,Redes
720,2024-04-25,2024-03-01,Colombia,Redes
720,2024-03-27,2024-03-01,Colombia,Redes
720,2024-04-07,2024-03-01,Colombia,Redes
721,2024-06-05,2024-03-21,Colombia,Email
722,2024-05-20,2024-01-26,Argentina,Redes
722,2024-02-07,2024-01-26,Argentina,Redes
723,2024-02-22,2024-02-05,Colombia,Orgánico
723,2024-02-09,2024-02-05,Colombia,Orgánico
723,2024-02-23,2024-02-05,Colombia,Orgánico
724,2024-02-18,2024-01-01,Argentina,Redes
724,2024-03-26,2024-01-01,Argentina,Redes
724,2024-01-13,2024-01-01,Argentina,Redes
726,2024-05-28,2024-04-22,Chile,Email
728,2024-05-10,2024-02-16,Brasil,Redes
728,2024-04-18,2024-02-16,Brasil,Redes
728,2024-04-27,2024-02-16,Brasil,Redes
728,2024-02-18,2024-02-16,Brasil,Redes
728,2024-03-14,2024-02-16,Brasil,Redes
729,2024-06-21,2024-05-06,Argentina,Pago
729,2024-05-10,2024-05-06,Argentina,Pago
730,2024-05-12,2024-02-25,Colombia,Email
730,2024-06-16,2024-02-25,Colombia,Email
730,2024-06-12,2024-02-25,Colombia,Email
730,2024-06-09,2024-02-25,Colombia,Email
730,2024-05-23,2024-02-25,Colombia,Email
732,2024-03-23,2024-01-28,México,Referido
732,2024-03-31,2024-01-28,México,Referido
732,2024-04-04,2024-01-28,México,Referido
732,2024-04-30,2024-01-28,México,Referido
732,2024-03-01,2024-01-28,México,Referido
733,2024-03-26,2024-03-18,Argentina,Orgánico
734,2024-06-10,2024-05-09,Chile,Redes
735,2024-04-30,2024-04-18,Brasil,Pago
735,2024-04-21,2024-04-18,Brasil,Pago
736,2024-04-26,2024-01-14,México,Orgánico
736,2024-03-09,2024-01-14,México,Orgánico
736,2024-01-27,2024-01-14,México,Orgánico
736,2024-01-19,2024-01-14,México,Orgánico
736,2024-04-28,2024-01-14,México,Orgánico
736,2024-04-26,2024-01-14,México,Orgánico
736,2024-04-17,2024-01-14,México,Orgánico
737,2024-05-23,2024-02-25,Colombia,Redes
737,2024-05-29,2024-02-25,Colombia,Redes
737,2024-04-23,2024-02-25,Colombia,Redes
737,2024-04-01,2024-02-25,Colombia,Redes
738,2024-05-07,2024-04-24,Colombia,Email
738,2024-04-29,2024-04-24,Colombia,Email
739,2024-04-15,2024-01-07,Chile,Referido
739,2024-04-18,2024-01-07,Chile,Referido
740,2024-02-11,2024-01-03,México,Pago
740,2024-01-10,2024-01-03,México,Pago
740,2024-03-03,2024-01-03,México,Pago
741,2024-06-04,2024-04-20,Argentina,Referido
741,2024-05-11,2024-04-20,Argentina,Referido
741,2024-05-29,2024-04-20,Argentina,Referido
742,2024-06-11,2024-05-30,Colombia,Email
742,2024-06-26,2024-05-30,Colombia,Email
743,2024-04-22,2024-04-16,Chile,Redes
743,2024-05-23,2024-04-16,Chile,Redes
744,2024-04-13,2024-01-18,México,Email
744,2024-05-14,2024-01-18,México,Email
744,2024-02-01,2024-01-18,México,Email
744,2024-04-21,2024-01-18,México,Email
745,2024-02-28,2024-02-07,México,Email
745,2024-05-23,2024-02-07,México,Email
745,2024-05-03,2024-02-07,México,Email
745,2024-03-26,2024-02-07,México,Email
745,2024-04-14,2024-02-07,México,Email
745,2024-05-09,2024-02-07,México,Email
747,2024-03-28,2024-01-15,México,Pago
747,2024-01-25,2024-01-15,México,Pago
747,2024-02-14,2024-01-15,México,Pago
747,2024-01-26,2024-01-15,México,Pago
748,2024-06-17,2024-04-28,México,Email
748,2024-06-30,2024-04-28,México,Email
748,2024-05-01,2024-04-28,México,Email
748,2024-05-25,2024-04-28,México,Email
749,2024-02-13,2024-01-28,Colombia,Referido
749,2024-03-07,2024-01-28,Colombia,Referido
750,2024-04-08,2024-02-08,Chile,Pago
750,2024-05-30,2024-02-08,Chile,Pago
750,2024-04-26,2024-02-08,Chile,Pago
751,2024-03-15,2024-01-17,México,Redes
751,2024-03-25,2024-01-17,México,Redes
751,2024-04-12,2024-01-17,México,Redes
752,2024-06-03,2024-03-26,Brasil,Redes
752,2024-05-23,2024-03-26,Brasil,Redes
752,2024-03-31,2024-03-26,Brasil,Redes
752,2024-06-30,2024-03-26,Brasil,Redes
752,2024-06-27,2024-03-26,Brasil,Redes
754,2024-03-25,2024-02-13,Chile,Referido
754,2024-05-13,2024-02-13,Chile,Referido
754,2024-04-09,2024-02-13,Chile,Referido
754,2024-05-20,2024-02-13,Chile,Referido
755,2024-03-14,2024-01-25,Argentina,Pago
755,2024-03-16,2024-01-25,Argentina,Pago
755,2024-02-19,2024-01-25,Argentina,Pago
757,2024-02-02,2024-01-13,Argentina,Redes
757,2024-02-03,2024-01-13,Argentina,Redes
757,2024-01-30,2024-01-13,Argentina,Redes
757,2024-03-18,2024-01-13,Argentina,Redes
757,2024-02-29,2024-01-13,Argentina,Redes
758,2024-02-19,2024-01-25,Brasil,Pago
759,2024-04-30,2024-03-08,Argentina,Referido
759,2024-05-24,2024-03-08,Argentina,Referido
759,2024-04-16,2024-03-08,Argentina,Referido
759,2024-03-22,2024-03-08,Argentina,Referido
760,2024-06-24,2024-05-17,Colombia,Orgánico
761,2024-06-22,2024-03-07,México,Redes
761,2024-04-22,2024-03-07,México,Redes
761,2024-03-15,2024-03-07,México,Redes
761,2024-05-08,2024-03-07,México,Redes
761,2024-04-09,2024-03-07,México,Redes
761,2024-05-26,2024-03-07,México,Redes
762,2024-06-04,2024-04-18,Brasil,Pago
762,2024-04-29,2024-04-18,Brasil,Pago
762,2024-05-10,2024-04-18,Brasil,Pago
764,2024-05-13,2024-04-20,Chile,Pago
764,2024-05-07,2024-04-20,Chile,Pago
764,2024-05-10,2024-04-20,Chile,Pago
764,2024-06-12,2024-04-20,Chile,Pago
764,2024-04-29,2024-04-20,Chile,Pago
765,2024-05-12,2024-04-20,México,Referido
765,2024-05-11,2024-04-20,México,Referido
765,2024-06-26,2024-04-20,México,Referido
765,2024-05-23,2024-04-20,México,Referido
766,2024-02-04,2024-02-03,Brasil,Referido
766,2024-02-26,2024-02-03,Brasil,Referido
766,2024-02-19,2024-02-03,Brasil,Referido
766,2024-05-21,2024-02-03,Brasil,Referido
767,2024-06-25,2024-04-20,Argentina,Referido
767,2024-06-23,2024-04-20,Argentina,Referido
767,2024-05-16,2024-04-20,Argentina,Referido
767,2024-06-06,2024-04-20,Argentina,Referido
768,2024-04-10,2024-01-08,Argentina,Email
768,2024-04-10,2024-01-08,Argentina,Email
768,2024-04-29,2024-01-08,Argentina,Email
768,2024-02-15,2024-01-08,Argentina,Email
769,2024-04-26,2024-04-22,Colombia,Pago
769,2024-06-20,2024-04-22,Colombia,Pago
769,2024-05-14,2024-04-22,Colombia,Pago
769,2024-06-06,2024-04-22,Colombia,Pago
769,2024-06-12,2024-04-22,Colombia,Pago
769,2024-05-01,2024-04-22,Colombia,Pago
769,2024-06-06,2024-04-22,Colombia,Pago
770,2024-05-30,2024-03-23,Colombia,Redes
770,2024-06-04,2024-03-23,Colombia,Redes
770,2024-04-12,2024-03-23,Colombia,Redes
770,2024-04-15,2024-03-23,Colombia,Redes
771,2024-02-12,2024-02-11,Argentina,Referido
771,2024-04-16,2024-02-11,Argentina,Referido
771,2024-05-23,2024-02-11,Argentina,Referido
772,2024-06-16,2024-04-10,Chile,Referido
773,2024-02-16,2024-01-06,Chile,Pago
774,2024-02-28,2024-01-26,Colombia,Referido
774,2024-04-07,2024-01-26,Colombia,Referido
775,2024-03-20,2024-03-04,México,Email
775,2024-05-02,2024-03-04,México,Email
776,2024-06-15,2024-02-28,Argentina,Email
776,2024-04-20,2024-02-28,Argentina,Email
776,2024-06-06,2024-02-28,Argentina,Email
777,2024-05-04,2024-04-18,Colombia,Referido
778,2024-06-19,2024-04-30,Colombia,Pago
778,2024-06-16,2024-04-30,Colombia,Pago
779,2024-04-06,2024-02-02,Argentina,Pago
780,2024-06-23,2024-05-29,Argentina,Pago
781,2024-04-06,2024-01-21,Chile,Orgánico
781,2024-01-21,2024-01-21,Chile,Orgánico
781,2024-04-18,2024-01-21,Chile,Orgánico
781,2024-03-07,2024-01-21,Chile,Orgánico
782,2024-03-21,2024-03-10,México,Referido
782,2024-05-10,2024-03-10,México,Referido
782,2024-04-30,2024-03-10,México,Referido
783,2024-05-05,2024-04-21,México,Pago
783,2024-06-30,2024-04-21,México,Pago
784,2024-04-22,2024-01-04,Argentina,Email
784,2024-04-26,2024-01-04,Argentina,Email
